Order_ID,Artist,City,Venue,Date,Ticket_Category,Ticket_Price,Buyer_Name,Quantity,Total_Price
ORD00784972,Fiersa Besari,Bandung,Tennis Indoor Senayan,2025-05-27,Festival,127493,Tgk. Ciaobella Yuliarti,1,
ORD00572755,ARDHITO PRAMONO,Medan,JCC,03-24-2024,Silver,173669,"Sutan Cengkal Haryanti, S.Gz",5,868345
ORD00711147,Barasuara,Jakarta,Sabuga,2023-12-08,VIP,253466,Bakti Tampubolon,5,1267330
ORD00062231,BANDA NEIRA,Balikpapan,GEDUNG KESENIAN JAKARTA,2023-12-05,Silver,173669,"Dr. Eka Halimah, S.E.I",4,694676
ORD00189584,Sal Priadi,Surabaya,Jogja Expo Center,2024-12-08,,127493,Oni Hidayanto,2,254986
ORD00783616,Kunto Aji,Medan,,2024-06-03,VIP,253466,"Padma Wijaya, S.Pt",2,506932
ORD00274143,DEWA 19,Balikpapan,CIWALK,01-22-2025,Festival,127493,Calista Rajata,1,127493
ORD00539345,BERNADYA,Palembang,SABUGA,,Festival,127493,"R. Amalia Marpaung, S.Psi",4,509972
ORD00251645,Dewa 19,Bandung,Sabuga,,Gold,217869,Lega Purwanti,5,1089345
ORD00080135,EFEK RUMAH KACA,Makassar,CIWALK,2025-06-05,VIP,253466,Widya Hartati,1,253466
ORD00421791,PAMUNGKAS,Bandung,TRANS STUDIO BANDUNG,2024-11-17,Festival,127493,"Ganep Hasanah, M.Kom.",3,382479
ORD00058811,Tulus,Jakarta,Tennis Indoor Senayan,2025/07/22,Festival,127493,Clara Rahmawati,4,509972
ORD00576416,fiersa besari,Yogyakarta,ciwalk,2024/05/29,,127493,"R. Sarah Latupono, S.Farm",3,382479
ORD00302520,tulus,Semarang,jogja expo center,2024-12-01,Silver,173669,Jarwi Hutapea,3,521007
ORD00376049,BANDA NEIRA,,CIWALK,2024-10-15,Festival,127493,drg. Bahuwarna Januar,2,254986
ORD00388756,,Palembang,Gedung Kesenian Jakarta,2024/11/21,Gold,217869,dr. Vanesa Widodo,5,1089345
ORD00696330,Kunto Aji,Semarang,Lapangan Gasibu,2024-10-31,VIP,253466,Puti Clara Dabukke,1,253466
ORD00389852,PAMUNGKAS,Semarang,TRANS STUDIO BANDUNG,2024/12/22,Gold,217869,"Juli Simanjuntak, S.Pd",4,871476
ORD00285795,Efek Rumah Kaca,Jakarta,Taman Budaya,09-27-2024,VIP,253466,Dt. Dipa Safitri,5,1267330
,Efek Rumah Kaca,Semarang,JCC,2025/02/25,Festival,127493,Gangsa Ramadan,4,509972
ORD00236285,,Palembang,Tennis Indoor Senayan,2024-08-23,VIP,253466,"KH. Ozy Rajata, S.H.",5,1267330
ORD00014688,Dewa 19,Palembang,Jogja Expo Center,2024-10-03,Silver,173669,Umi Lestari,2,347338
ORD00273549,Fourtwnty,Balikpapan,Jogja Expo Center,2024-09-19,VIP,253466,Ir. Cayadi Siregar,1,253466
ORD00709647,Hindia,Bandung,Istora Senayan,2024-12-19,VIP,253466,Argono Rahmawati,3,760398
ORD00469618,ardhito pramono,Medan,ciwalk,2025-02-22,,127493,Vicky Saputra,4,509972
,Yura Yunita,Bandung,Istora Senayan,09-14-2024,Gold,217869,R. Estiono Melani,2,435738
ORD00596827,Raisa,,Ciwalk,2024-08-09,Festival,127493,Ellis Yuliarti,5,637465
ORD00409368,,Bandung,JCC,2024-06-23,Silver,500000000,"Hj. Zulaikha Nashiruddin, S.Pd",1,173669
ORD00191755,Fourtwnty,Jakarta,Gedung Kesenian Jakarta,05-25-2025,Silver,173669,Kania Salahudin,2,347338
ORD00023841,FIERSA BESARI,Jakarta,JCC,04-11-2025,VIP,253466,Galang Suryatmi,4,1013864
ORD00330148,barasuara,Denpasar,sabuga,2025-04-07,VIP,253466,Intan Wasita,2,506932
ORD00271351,BARASUARA,Yogyakarta,TAMAN BUDAYA,2024-05-08,Gold,217869,Bakti Sihombing,1,217869
ORD00415820,Noah,Makassar,Ciwalk,2025-04-02,Gold,217869,Cut Siska Wahyuni,2,435738
ORD00208435,Noah,Balikpapan,Gedung Kesenian Jakarta,2024-08-02,Silver,173669,Bakianto Rajata,4,694676
ORD00054055,Isyana Sarasvati,Semarang,Taman Budaya,05-03-2025,Silver,173669,Silvia Hutagalung,5,868345
ORD00154377,raisa,Palembang,trans studio bandung,2024/05/30,VIP,99999999,Nadine Permata,5,1267330
ORD00671323,sal priadi,Surabaya,taman budaya,2023/08/30,Festival,99999999,"Ida Salahudin, S.E.",5,637465
ORD00158969,Sal Priadi,Makassar,Sabuga,04-13-2024,Gold,217869,Bagiya Pranowo,5,1089345
ORD00763403,Efek Rumah Kaca,Medan,,09-01-2024,Festival,127493,"Dr. Emil Nasyiah, S.T.",1,127493
ORD00676602,Fiersa Besari,Balikpapan,Taman Budaya,2024-08-10,Festival,127493,,1,127493
ORD00506250,PAMUNGKAS,Surabaya,SABUGA,07-30-2024,VIP,500000000,Cut Siti Hutagalung,4,1013864
ORD00404527,MALIQ & D'ESSENTIALS,Medan,GEDUNG KESENIAN JAKARTA,2024-11-15,Gold,217869,Nabila Nababan,4,871476
ORD00029081,Fiersa Besari,Surabaya,Trans Studio Bandung,2023-10-06,Festival,127493,Novi Situmorang,1,127493
ORD00005160,Nadin Amizah,Denpasar,,2023-10-13,VIP,253466,Teddy Farida,2,506932
ORD00010030,TIARA ANDINI,Jakarta,TENNIS INDOOR SENAYAN,2023-08-19,,253466,"H. Nyana Halim, S.E.",5,1267330
ORD00693623,MALIQ & D'ESSENTIALS,Medan,LAPANGAN GASIBU,2024-02-03,Silver,173669,R. Septi Nasyiah,1,173669
ORD00210250,Fourtwnty,Palembang,JCC,2024-06-01,Gold,217869,Empluk Prakasa,1,217869
ORD00764307,ARDHITO PRAMONO,Yogyakarta,SABUGA,2024-12-13,VIP,253466,"Arsipatra Anggraini, M.Pd",1,253466
ORD00092908,Pamungkas,Makassar,Jogja Expo Center,2024-05-02,VIP,253466,Slamet Sudiati,,253466
ORD00452860,Pamungkas,Surabaya,Gedung Kesenian Jakarta,2024/02/04,Festival,127493,Elisa Thamrin,3,382479
ORD00632533,Kunto Aji,Denpasar,,2024-06-05,Festival,127493,Adiarja Maulana,5,637465
ORD00605897,Ardhito Pramono,Medan,Trans Studio Bandung,2025-07-09,Silver,173669,"Cengkal Maheswara, S.Pd",5,868345
ORD00278717,pamungkas,Yogyakarta,gedung kesenian jakarta,2025/04/20,Gold,217869,Ivan Maulana,2,435738
ORD00302422,Tulus,Semarang,Jogja Expo Center,12-01-2024,Silver,173669,Harjo Maryadi,1,173669
ORD00104069,Isyana Sarasvati,Surabaya,,2024-09-08,Festival,127493,Vino Rahmawati,2,254986
ORD00675588,isyana sarasvati,Denpasar,jogja expo center,2025-03-01,VIP,253466,"Edward Hasanah, S.Ked",4,1013864
ORD00798127,pamungkas,Palembang,ciwalk,2024-03-05,VIP,253466,Tirtayasa Nugroho,1,253466
ORD00447192,efek rumah kaca,Surabaya,ciwalk,2025/03/21,VIP,253466,Capa Agustina,1,253466
ORD00454045,Tulus,Jakarta,Taman Budaya,05-14-2025,Gold,217869,Pardi Widodo,2,435738
ORD00001601,FIERSA BESARI,Balikpapan,GEDUNG KESENIAN JAKARTA,2025-02-20,VIP,253466,Cakrawangsa Budiman,3,760398
ORD00095019,barasuara,Semarang,gedung kesenian jakarta,2024/08/12,Festival,127493,Hesti Haryanti,5,
ORD00508230,maliq & d'essentials,Jakarta,gedung kesenian jakarta,2025-03-02,Silver,173669,Najwa Ardianto,5,868345
ORD00113156,tulus,Semarang,lapangan gasibu,04-15-2024,Festival,127493,Latika Anggriawan,3,382479
ORD00017642,Tiara Andini,,Istora Senayan,2024-06-15,VIP,253466,Elon Sinaga,5,1267330
ORD00508424,bernadya,Balikpapan,ciwalk,2024/05/23,VIP,253466,Gilda Samosir,1,253466
ORD00310665,Hindia,Makassar,Ciwalk,2023-08-22,VIP,253466,Leo Latupono,2,506932
ORD00390219,kunto aji,Balikpapan,tennis indoor senayan,2025-05-14,VIP,253466,"Hafshah Mayasari, S.Psi",5,1267330
ORD00249800,HINDIA,Surabaya,,2023-12-31,Silver,500000000,Putri Hidayanto,2,347338
ORD00094506,maliq & d'essentials,Palembang,tennis indoor senayan,2024/08/24,,127493,Rahayu Latupono,5,637465
,isyana sarasvati,Semarang,taman budaya,05-03-2025,Silver,173669,Latika Hutapea,5,868345
ORD00695861,Isyana Sarasvati,Yogyakarta,Gedung Kesenian Jakarta,2024-06-13,Festival,127493,Cornelia Saefullah,1,127493
ORD00282181,Sal Priadi,Denpasar,JCC,07-24-2025,Festival,127493,Alambana Suryono,5,637465
ORD00180065,Yura Yunita,Surabaya,Gedung Kesenian Jakarta,06-06-2024,Gold,217869,"Jatmiko Halim, S.E.",3,653607
ORD00781389,EFEK RUMAH KACA,Balikpapan,TENNIS INDOOR SENAYAN,2023/08/23,Festival,127493,Amelia Kusmawati,1,127493
ORD00687789,Raisa,Jakarta,Gedung Kesenian Jakarta,10-16-2024,Silver,173669,"Dr. Cornelia Nuraini, S.T.",4,694676
ORD00067426,Fourtwnty,Medan,Taman Budaya,2025-07-13,Festival,127493,Jefri Damanik,2,254986
ORD00640443,TIARA ANDINI,Medan,TRANS STUDIO BANDUNG,2025-04-01,Festival,127493,"Salimah Andriani, S.I.Kom",1,127493
ORD00795303,Raisa,Makassar,Sabuga,2024-02-18,Silver,173669,Asman Yuliarti,2,
ORD00460846,efek rumah kaca,Semarang,jogja expo center,2024-07-03,Gold,99999999,Kartika Setiawan,4,871476
ORD00813264,TIARA ANDINI,Surabaya,ISTORA SENAYAN,07-19-2025,Silver,173669,Mahfud Thamrin,2,347338
ORD00523908,NADIN AMIZAH,Jakarta,GEDUNG KESENIAN JAKARTA,2025-05-08,Festival,127493,Endah Kusmawati,1,127493
ORD00245653,Ardhito Pramono,Jakarta,JCC,2024-12-17,Gold,217869,Kairav Melani,2,435738
ORD00664877,tiara andini,Makassar,sabuga,,VIP,1,Harsana Prakasa,4,1013864
ORD00339454,Tiara Andini,Yogyakarta,Trans Studio Bandung,2025-05-27,Festival,127493,Unggul Manullang,1,127493
ORD00352953,Isyana Sarasvati,Palembang,Trans Studio Bandung,01-18-2024,Silver,173669,"Mustofa Manullang, S.Pd",3,521007
ORD00371618,Maliq & D'Essentials,Yogyakarta,Jogja Expo Center,2024-03-25,Silver,173669,Rahmat Rahmawati,5,868345
ORD00147495,FIERSA BESARI,Makassar,CIWALK,2024/09/07,Festival,127493,Kasiyah Tamba,2,254986
ORD00418436,Dewa 19,Balikpapan,Trans Studio Bandung,2024-12-18,Festival,127493,Garang Pangestu,3,382479
ORD00481551,yura yunita,Bandung,jogja expo center,2024-07-01,Silver,173669,Harsaya Wacana,1,173669
ORD00107273,,Surabaya,Lapangan Gasibu,2025-02-04,Festival,127493,Michelle Yuniar,4,509972
ORD00781143,Efek Rumah Kaca,Balikpapan,Tennis Indoor Senayan,2023-08-23,Festival,127493,"Ilyas Situmorang, S.Psi",5,637465
ORD00745711,pamungkas,Surabaya,gedung kesenian jakarta,06-02-2024,Gold,217869,Sutan Kayun Utama,4,871476
ORD00178841,PAMUNGKAS,Semarang,JCC,2024-07-27,VIP,253466,Victoria Yuniar,2,506932
ORD00413051,tulus,Makassar,jcc,2024-07-03,,173669,Ani Hakim,1,173669
ORD00003228,bernadya,Semarang,istora senayan,2024-02-01,Gold,217869,Raina Wahyuni,5,1089345
ORD00820006,dewa 19,Medan,,2024-07-14,Silver,173669,"Pardi Anggriawan, S.T.",2,347338
ORD00239398,Yura Yunita,Denpasar,Taman Budaya,2024-12-31,Silver,173669,"Ratih Laksmiwati, M.Farm",1,173669
ORD00428821,barasuara,Medan,lapangan gasibu,2023-08-13,Festival,127493,H. Ajimat Situmorang,4,
ORD00613280,,Semarang,lapangan gasibu,2025-07-20,Gold,217869,Zaenab Januar,1,217869
ORD00770018,Raisa,Denpasar,Istora Senayan,2023/10/04,,127493,Daliono Widiastuti,4,509972
ORD00551738,Raisa,Palembang,JCC,03-02-2025,Gold,217869,"Janet Samosir, S.Pt",3,653607
ORD00191021,isyana sarasvati,Denpasar,gedung kesenian jakarta,04-14-2024,VIP,253466,Puti Lestari,,1267330
ORD00778214,yura yunita,Palembang,,2024-06-01,Gold,217869,Natalia Jailani,5,1089345
ORD00076582,sal priadi,Bandung,gedung kesenian jakarta,2024/06/01,Gold,217869,Prabawa Novitasari,5,1089345
ORD00073509,Hindia,Makassar,Ciwalk,2023-09-07,Gold,217869,,5,1089345
ORD00744863,Fiersa Besari,Denpasar,Sabuga,01-19-2025,VIP,253466,"Johan Wasita, S.Farm",2,506932
ORD00117648,Raisa,Makassar,Sabuga,2025-06-05,VIP,253466,,2,506932
ORD00108610,Sal Priadi,Bandung,Istora Senayan,2023/10/22,Gold,217869,dr. Jumari Fujiati,1,
ORD00555787,Raisa,Semarang,Jogja Expo Center,2024-11-19,Gold,217869,Fathonah Adriansyah,5,1089345
ORD00343553,KUNTO AJI,Denpasar,LAPANGAN GASIBU,2025/03/28,Silver,173669,"Mahesa Laksmiwati, M.Farm",4,694676
ORD00720213,Kunto Aji,Palembang,Trans Studio Bandung,2025/01/22,Festival,127493,"H. Emas Pradana, S.Sos",3,382479
ORD00431747,Banda Neira,Makassar,Sabuga,2024/11/11,VIP,253466,"drg. Ika Zulaika, S.IP",5,1267330
ORD00507925,MALIQ & D'ESSENTIALS,Jakarta,GEDUNG KESENIAN JAKARTA,2025/03/02,Silver,173669,Dacin Yulianti,2,347338
ORD00597333,Yura Yunita,Medan,Tennis Indoor Senayan,2024-06-26,Silver,173669,Darman Maheswara,4,694676
,RAISA,Jakarta,JOGJA EXPO CENTER,2024-12-26,VIP,253466,Rahmi Hidayat,1,253466
ORD00292636,Dewa 19,Balikpapan,Jogja Expo Center,2024-08-21,VIP,500000000,Harimurti Hidayanto,4,1013864
ORD00450264,ardhito pramono,Makassar,istora senayan,2025-01-16,Gold,217869,Syahrini Handayani,5,1089345
ORD00323267,Sal Priadi,,Ciwalk,2024-10-02,Festival,127493,"Cut Indah Riyanti, S.Gz",1,127493
,nadin amizah,Bandung,sabuga,2023/11/26,VIP,253466,Padmi Januar,5,1267330
ORD00038457,Banda Neira,Jakarta,Taman Budaya,2024/09/26,Silver,173669,"Hj. Ani Prasasta, M.Pd",1,173669
ORD00591608,ISYANA SARASVATI,Surabaya,ISTORA SENAYAN,2023/09/17,Gold,217869,Daru Nababan,1,217869
ORD00078362,BERNADYA,Yogyakarta,JCC,2025-07-04,Silver,173669,Anastasia Laksita,5,868345
ORD00664703,tiara andini,Makassar,sabuga,2023-10-12,VIP,253466,Ade Rahmawati,1,253466
ORD00443637,MALIQ & D'ESSENTIALS,Makassar,CIWALK,2025/06/18,Gold,217869,Drs. Nurul Kuswoyo,2,435738
,KUNTO AJI,Jakarta,TRANS STUDIO BANDUNG,2024/04/26,Silver,173669,"Mustika Salahudin, S.Pd",3,521007
ORD00495166,bernadya,Denpasar,taman budaya,2024/06/12,Gold,217869,drg. Qori Tampubolon,1,217869
ORD00323131,Sal Priadi,Balikpapan,Ciwalk,2024/10/02,Festival,127493,"Drajat Susanti, S.H.",3,382479
ORD00413798,Maliq & D'Essentials,Denpasar,Tennis Indoor Senayan,2024-12-31,VIP,253466,R.M. Mulyono Samosir,5,1267330
ORD00401362,FOURTWNTY,Denpasar,,2024-05-15,Gold,217869,Gina Hutasoit,5,1089345
ORD00515893,Pamungkas,Yogyakarta,Tennis Indoor Senayan,08-08-2024,Festival,99999999,Kusuma Thamrin,,637465
ORD00108937,Yura Yunita,Semarang,Taman Budaya,2025-01-05,VIP,253466,"Drs. Salman Nuraini, S.Pd",1,253466
ORD00748918,hindia,Surabaya,taman budaya,2023-09-26,Festival,127493,Karman Pratama,2,254986
ORD00053779,Isyana Sarasvati,Semarang,Taman Budaya,2025-05-03,Silver,173669,Kajen Hastuti,3,521007
ORD00142451,barasuara,Medan,taman budaya,,VIP,253466,"Galiono Latupono, S.Ked",1,253466
ORD00159072,Sal Priadi,Makassar,Sabuga,2024-04-13,Gold,217869,"Drs. Harjasa Hutapea, M.Ak",4,871476
ORD00356382,DEWA 19,Bandung,TENNIS INDOOR SENAYAN,2024-05-30,Festival,127493,,5,637465
ORD00502437,Efek Rumah Kaca,Jakarta,Ciwalk,2025-01-16,Festival,1,Uda Halimah,1,127493
,BERNADYA,Makassar,JCC,2024-07-27,VIP,253466,Kamaria Zulaika,4,1013864
ORD00765934,Noah,Denpasar,JCC,07-06-2025,Festival,,KH. Karsa Marbun,2,254986
ORD00307457,Isyana Sarasvati,Surabaya,Lapangan Gasibu,2023-09-22,VIP,253466,Wahyu Prasetya,,1013864
ORD00410879,isyana sarasvati,Medan,tennis indoor senayan,2024-12-15,Gold,217869,"Lanjar Gunawan, S.I.Kom",2,435738
,RAISA,Yogyakarta,ISTORA SENAYAN,2023-11-05,VIP,253466,drg. Titin Wibowo,3,760398
ORD00117118,Raisa,Makassar,Sabuga,06-05-2025,VIP,253466,"drg. Endah Kurniawan, S.I.Kom",2,506932
ORD00220000,Isyana Sarasvati,Jakarta,Lapangan Gasibu,2025-02-03,Festival,127493,"Dt. Prayogo Simbolon, S.Gz",4,509972
ORD00754811,isyana sarasvati,Bandung,jcc,2024-01-19,Gold,217869,Michelle Mangunsong,1,217869
ORD00218204,maliq & d'essentials,Surabaya,ciwalk,02-12-2025,Silver,173669,R. Ratih Maryadi,2,
,Barasuara,Surabaya,Sabuga,2024-08-29,Gold,99999999,Gantar Hidayat,1,217869
ORD00149257,noah,,taman budaya,2024-01-06,VIP,253466,Uli Nasyiah,3,760398
ORD00777233,Sal Priadi,Surabaya,,2024/03/05,Gold,217869,Galih Mandala,2,435738
ORD00506428,Pamungkas,Surabaya,Sabuga,2024-07-30,VIP,253466,Fitriani Natsir,4,1013864
ORD00771147,NADIN AMIZAH,Semarang,JCC,2024-04-21,Festival,127493,Vera Maheswara,2,254986
ORD00555256,SAL PRIADI,Makassar,CIWALK,2023-08-10,VIP,253466,Dimaz Pertiwi,3,760398
ORD00780239,isyana sarasvati,Balikpapan,jcc,09-25-2024,Silver,173669,Violet Sinaga,5,868345
ORD00761048,Sal Priadi,Denpasar,Trans Studio Bandung,2025/03/09,Festival,127493,Nova Zulaika,1,127493
ORD00232334,Tiara Andini,Surabaya,Trans Studio Bandung,2025-07-09,Silver,173669,"Yulia Dabukke, M.Pd",2,347338
ORD00644193,Hindia,Semarang,JCC,,Festival,127493,"Karja Mandala, S.Gz",2,254986
ORD00740957,Sal Priadi,Palembang,,03-06-2024,VIP,253466,"Drs. Raisa Wahyudin, S.Kom",1,253466
ORD00432005,Banda Neira,Makassar,Sabuga,2024-11-11,VIP,,KH. Timbul Rahmawati,1,253466
ORD00714371,Barasuara,Denpasar,Tennis Indoor Senayan,2024-07-09,Gold,217869,Yance Hutagalung,2,435738
ORD00319100,Tiara Andini,Bandung,Sabuga,2024-04-28,Gold,217869,Mila Zulaika,3,653607
,isyana sarasvati,Jakarta,gedung kesenian jakarta,09-30-2023,Festival,127493,Ciaobella Saputra,4,509972
ORD00597841,Ardhito Pramono,Semarang,Gedung Kesenian Jakarta,2024/05/02,Festival,127493,,3,382479
ORD00160754,Pamungkas,Medan,Gedung Kesenian Jakarta,2024-09-28,Festival,127493,"Aisyah Melani, M.Farm",1,127493
ORD00780892,Efek Rumah Kaca,Balikpapan,Tennis Indoor Senayan,,Festival,127493,Karen Kuswandari,1,127493
ORD00613296,ISYANA SARASVATI,Semarang,LAPANGAN GASIBU,2025/07/20,Gold,,Usyi Suwarno,3,653607
ORD00089878,Kunto Aji,Denpasar,Lapangan Gasibu,2024/02/15,Silver,173669,Drs. Zalindra Lailasari,3,521007
ORD00441710,Maliq & D'Essentials,Palembang,Lapangan Gasibu,11-17-2023,Silver,173669,Jelita Sirait,4,694676
,Hindia,Palembang,Lapangan Gasibu,2024-05-19,Silver,173669,Ophelia Anggraini,3,521007
ORD00556382,raisa,Semarang,jogja expo center,2024/11/19,Gold,217869,Rini Usada,2,435738
ORD00704115,Nadin Amizah,Semarang,Trans Studio Bandung,06-23-2024,,253466,"Galih Novitasari, S.Farm",5,1267330
ORD00340470,Pamungkas,Bandung,Trans Studio Bandung,2025/04/15,Silver,173669,"Gading Zulkarnain, S.Psi",1,
ORD00817280,Kunto Aji,Palembang,Taman Budaya,2024/06/12,Gold,217869,Bakiman Andriani,2,435738
ORD00427312,Ardhito Pramono,Semarang,Lapangan Gasibu,2023-12-27,Festival,127493,Banara Hardiansyah,1,127493
ORD00818792,Sal Priadi,Medan,Gedung Kesenian Jakarta,2024-07-26,VIP,99999999,Fitria Pratama,1,253466
ORD00520217,Isyana Sarasvati,Balikpapan,Istora Senayan,2024-04-12,VIP,253466,"drg. Rahayu Padmasari, S.IP",1,253466
ORD00146470,BERNADYA,Balikpapan,CIWALK,2024/09/25,Festival,127493,Ciaobella Saragih,2,254986
ORD00210602,Efek Rumah Kaca,Palembang,Sabuga,2023/09/09,Gold,217869,Gina Prabowo,1,217869
ORD00486086,Maliq & D'Essentials,Palembang,Lapangan Gasibu,2024-03-30,Gold,217869,Harja Firmansyah,5,1089345
ORD00482911,Dewa 19,Makassar,Tennis Indoor Senayan,01-30-2025,VIP,253466,Bakiman Purwanti,2,506932
ORD00664193,hindia,Jakarta,lapangan gasibu,,Festival,127493,Leo Hasanah,4,509972
,kunto aji,Palembang,lapangan gasibu,2023/11/28,Gold,217869,Ulya Anggriawan,1,217869
ORD00415380,noah,Makassar,ciwalk,2025-04-02,Gold,217869,Citra Wasita,4,871476
ORD00762910,Ardhito Pramono,Makassar,Istora Senayan,2024-07-25,VIP,,Zulfa Zulaika,1,253466
ORD00744388,RAISA,Denpasar,CIWALK,2024/03/18,Gold,217869,"Puti Calista Nurdiyanti, M.Farm",1,217869
ORD00137111,Hindia,Yogyakarta,JCC,01-29-2024,Festival,127493,Candrakanta Oktaviani,4,509972
ORD00429167,BARASUARA,Medan,LAPANGAN GASIBU,2023-08-13,Festival,,"H. Luwar Dongoran, M.TI.",3,382479
ORD00762851,ARDHITO PRAMONO,Makassar,ISTORA SENAYAN,2024/07/25,VIP,253466,"Hadi Napitupulu, S.Pt",5,1267330
ORD00335792,Isyana Sarasvati,Yogyakarta,Tennis Indoor Senayan,2025-07-13,Silver,173669,Rini Anggraini,5,868345
ORD00363991,Tulus,Surabaya,Jogja Expo Center,04-08-2024,Silver,173669,Nyoman Rajasa,4,694676
ORD00030476,ardhito pramono,Yogyakarta,istora senayan,2025-05-14,,253466,Raharja Thamrin,2,506932
ORD00464267,FOURTWNTY,Semarang,,2024-06-21,VIP,253466,Jail Astuti,5,1267330
ORD00282995,Tiara Andini,Yogyakarta,Ciwalk,06-07-2025,Silver,1,Okta Widodo,2,347338
ORD00682209,BANDA NEIRA,Palembang,SABUGA,2023-09-03,Festival,127493,"Makuta Hartati, S.T.",2,254986
ORD00151468,SAL PRIADI,Yogyakarta,JCC,2025-02-11,Silver,173669,Amelia Yuliarti,1,173669
ORD00297066,Fiersa Besari,Palembang,Trans Studio Bandung,10-05-2023,Silver,173669,Maida Purwanti,1,173669
ORD00222187,,Palembang,ciwalk,2023-11-23,Gold,217869,Adhiarja Rajata,4,871476
ORD00223859,ARDHITO PRAMONO,Denpasar,ISTORA SENAYAN,2024-03-12,VIP,253466,Karimah Laksmiwati,2,506932
ORD00224655,NOAH,Jakarta,ISTORA SENAYAN,2023/09/09,Silver,173669,Kemba Hasanah,3,521007
ORD00143358,BANDA NEIRA,Yogyakarta,GEDUNG KESENIAN JAKARTA,03-11-2025,VIP,253466,"Hj. Ira Dongoran, S.Sos",,1267330
ORD00007644,hindia,Denpasar,ciwalk,2024-09-21,,217869,"Vicky Jailani, M.Kom.",2,435738
ORD00348948,FIERSA BESARI,Balikpapan,JOGJA EXPO CENTER,2025-04-20,VIP,253466,Sari Halimah,5,1267330
ORD00688510,Yura Yunita,Semarang,Gedung Kesenian Jakarta,2025-01-09,Gold,217869,Drs. Gaman Ramadan,2,435738
ORD00816550,NOAH,Bandung,CIWALK,2024-02-23,VIP,253466,Ir. Gambira Rahimah,1,253466
ORD00286109,EFEK RUMAH KACA,Jakarta,TAMAN BUDAYA,2024-09-27,VIP,253466,Teddy Haryanti,2,506932
ORD00588556,Hindia,Yogyakarta,Taman Budaya,2024/04/20,Festival,127493,Warta Mandasari,1,127493
ORD00079202,bernadya,Yogyakarta,,07-04-2025,Silver,173669,Zelda Gunawan,2,347338
ORD00095138,Barasuara,Semarang,Gedung Kesenian Jakarta,2024-08-12,Festival,127493,"Dt. Arta Hassanah, M.TI.",4,509972
ORD00413782,Maliq & D'Essentials,Denpasar,Tennis Indoor Senayan,2024/12/31,VIP,253466,Sutan Maryanto Hutagalung,2,506932
ORD00635140,nadin amizah,Bandung,lapangan gasibu,2025-03-05,VIP,253466,Zahra Sinaga,4,1013864
ORD00602670,FIERSA BESARI,,LAPANGAN GASIBU,2023-12-09,Festival,127493,"Malika Usada, S.Psi",3,382479
ORD00117750,Hindia,Medan,Gedung Kesenian Jakarta,2025-02-03,Festival,127493,Lala Hartati,2,254986
ORD00747135,Hindia,Bandung,Istora Senayan,2024/09/17,Gold,217869,Jelita Farida,2,435738
ORD00228065,Efek Rumah Kaca,Semarang,JCC,2025/02/25,Festival,127493,Diah Kusumo,2,254986
ORD00156607,Pamungkas,Semarang,Jogja Expo Center,06-23-2025,Festival,127493,Usman Suwarno,1,127493
ORD00718499,Fourtwnty,Yogyakarta,,2025-01-25,Gold,217869,Reksa Melani,2,435738
ORD00552914,Sal Priadi,Surabaya,Gedung Kesenian Jakarta,2024-02-03,VIP,253466,"Hj. Salsabila Utami, S.Sos",3,760398
ORD00034243,Fiersa Besari,Makassar,JCC,2025-04-12,Gold,217869,Saadat Hariyah,,653607
ORD00419769,barasuara,Surabaya,,2024-08-29,Gold,217869,"Oni Pertiwi, S.Ked",5,1089345
ORD00705197,Nadin Amizah,Yogyakarta,JCC,2024/11/19,Festival,127493,drg. Diah Wahyuni,1,127493
ORD00146110,Bernadya,Balikpapan,Ciwalk,2024-09-25,Festival,127493,Tiara Prasetya,3,382479
ORD00149776,,Balikpapan,Ciwalk,2025/07/16,VIP,253466,"Dewi Pudjiastuti, S.E.I",4,1013864
ORD00284339,BERNADYA,Yogyakarta,JOGJA EXPO CENTER,2025-06-16,Silver,173669,"T. Gading Safitri, S.H.",3,521007
ORD00752248,Fiersa Besari,Palembang,Tennis Indoor Senayan,2025/02/15,Silver,173669,Rika Nababan,3,521007
ORD00758548,EFEK RUMAH KACA,Makassar,TENNIS INDOOR SENAYAN,12-29-2024,VIP,99999999,Septi Waluyo,2,
ORD00473132,Barasuara,Semarang,Trans Studio Bandung,2025-02-28,Festival,127493,Eva Santoso,3,382479
ORD00554259,Nadin Amizah,Balikpapan,Trans Studio Bandung,2025-05-07,Gold,217869,Lanang Rahmawati,2,435738
ORD00467257,,Bandung,JCC,2024-07-06,Silver,173669,"Michelle Nugroho, S.Pd",3,521007
ORD00823228,Bernadya,Surabaya,Tennis Indoor Senayan,2024-08-23,Gold,1,"Ir. Ifa Oktaviani, S.Farm",1,217869
ORD00821051,fourtwnty,Makassar,sabuga,2024/05/18,VIP,253466,Karimah Andriani,2,506932
ORD00445838,Ardhito Pramono,Surabaya,Taman Budaya,2025-06-12,Gold,217869,"KH. Indra Nugroho, S.Sos",1,217869
ORD00466983,Banda Neira,Bandung,JCC,07-06-2024,Silver,,Raina Sitorus,2,347338
ORD00447080,EFEK RUMAH KACA,Surabaya,CIWALK,2025-03-21,VIP,253466,Puti Samiah Wijaya,3,760398
ORD00392912,FIERSA BESARI,Semarang,TAMAN BUDAYA,03-22-2024,VIP,253466,,1,253466
